tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,note,velocity
24824,note_on,,,,,0,0,1,,,,0,42,82
24824,note_on,,,,,2,0,1,,,,0,87,86
24826,note_on,,,,,2,0,1,,,,0,36,79
24828,note_on,,,,,2,0,1,,,,0,30,89
24848,note_off,,,,,20,0,1,,,,0,87,64
24852,note_off,,,,,0,0,1,,,,0,93,64
24852,note_off,,,,,4,0,1,,,,0,30,64
24854,note_off,,,,,0,0,1,,,,0,99,64
24854,note_off,,,,,2,0,1,,,,0,36,64
24854,note_off,,,,,0,0,1,,,,0,42,64
24880,note_on,,,,,26,0,1,,,,0,42,88
24884,note_on,,,,,4,0,1,,,,0,99,98
24884,note_on,,,,,0,0,1,,,,0,36,92
24886,note_on,,,,,0,0,1,,,,0,87,89
24886,note_on,,,,,2,0,1,,,,0,93,95
24888,note_on,,,,,2,0,1,,,,0,30,94
24916,control_change,,,,,28,0,1,,64,0,0,,
25086,control_change,,,,,170,0,1,,64,127,0,,
25244,note_off,,,,,158,0,1,,,,0,36,64
25248,note_off,,,,,4,0,1,,,,0,99,64
25250,note_off,,,,,2,0,1,,,,0,42,64
25254,note_off,,,,,4,0,1,,,,0,30,64
25254,note_off,,,,,0,0,1,,,,0,93,64
25266,note_off,,,,,12,0,1,,,,0,87,64
25566,note_on,,,,,300,0,1,,,,0,87,84
25568,note_on,,,,,2,0,1,,,,0,93,87
25568,note_on,,,,,0,0,1,,,,0,81,75
25572,note_on,,,,,4,0,1,,,,0,48,88
25574,note_on,,,,,2,0,1,,,,0,42,79
25576,note_on,,,,,2,0,1,,,,0,36,77
25588,note_off,,,,,12,0,1,,,,0,36,64
25592,note_off,,,,,4,0,1,,,,0,87,64
25594,note_off,,,,,2,0,1,,,,0,81,64
25596,note_off,,,,,2,0,1,,,,0,42,64
25596,note_off,,,,,0,0,1,,,,0,93,64
25596,note_off,,,,,0,0,1,,,,0,48,64
25622,note_on,,,,,26,0,1,,,,0,42,83
25624,note_on,,,,,2,0,1,,,,0,81,87
25624,note_on,,,,,0,0,1,,,,0,48,95
25626,note_on,,,,,2,0,1,,,,0,93,90
25628,note_on,,,,,2,0,1,,,,0,87,86
25632,note_on,,,,,4,0,1,,,,0,36,87
25850,note_off,,,,,218,0,1,,,,0,36,64
25862,note_off,,,,,12,0,1,,,,0,48,64
25886,note_off,,,,,24,0,1,,,,0,93,64
25888,note_off,,,,,2,0,1,,,,0,42,64
25928,note_off,,,,,40,0,1,,,,0,81,64
25944,note_off,,,,,16,0,1,,,,0,87,64
26284,note_on,,,,,0,0,1,,,,0,42,67
26284,note_on,,,,,340,0,1,,,,0,87,78
26284,note_on,,,,,0,0,1,,,,0,75,74
26286,note_on,,,,,2,0,1,,,,0,81,75
26288,note_on,,,,,2,0,1,,,,0,54,76
26290,note_on,,,,,2,0,1,,,,0,48,76
26304,note_off,,,,,14,0,1,,,,0,48,64
26310,note_off,,,,,6,0,1,,,,0,75,64
26312,note_off,,,,,2,0,1,,,,0,54,64
26312,note_off,,,,,0,0,1,,,,0,42,64
26316,note_off,,,,,4,0,1,,,,0,87,64
26318,note_off,,,,,2,0,1,,,,0,81,64
26344,note_on,,,,,0,0,1,,,,0,48,84
26344,note_on,,,,,26,0,1,,,,0,54,83
26346,note_on,,,,,2,0,1,,,,0,42,78
26348,note_on,,,,,2,0,1,,,,0,87,92
26348,note_on,,,,,0,0,1,,,,0,81,89
26352,note_on,,,,,4,0,1,,,,0,75,95
26392,note_off,,,,,40,0,1,,,,0,42,64
26396,note_off,,,,,0,0,1,,,,0,54,64
26396,note_off,,,,,4,0,1,,,,0,48,64
26400,note_off,,,,,4,0,1,,,,0,75,64
26408,note_off,,,,,8,0,1,,,,0,87,64
26412,note_off,,,,,4,0,1,,,,0,81,64
26420,set_tempo,,,,,7408,1,0,458015,,,,,
26440,set_tempo,,,,,20,1,0,454545,,,,,
26460,set_tempo,,,,,20,1,0,451128,,,,,
26480,set_tempo,,,,,20,1,0,447761,,,,,
26500,set_tempo,,,,,20,1,0,444444,,,,,
26520,set_tempo,,,,,20,1,0,441176,,,,,
26540,set_tempo,,,,,20,1,0,437956,,,,,
26560,set_tempo,,,,,20,1,0,434783,,,,,
26580,set_tempo,,,,,20,1,0,431655,,,,,
26600,set_tempo,,,,,20,1,0,428571,,,,,
26612,note_on,,,,,200,0,1,,,,0,75,79
26614,note_on,,,,,2,0,1,,,,0,81,79
26614,note_on,,,,,0,0,1,,,,0,69,79
26616,note_on,,,,,2,0,1,,,,0,60,71
26616,note_on,,,,,0,0,1,,,,0,48,81
26620,note_on,,,,,4,0,1,,,,0,54,78
26620,set_tempo,,,,,20,1,0,425532,,,,,
26638,note_off,,,,,0,0,1,,,,0,75,64
26638,note_off,,,,,18,0,1,,,,0,48,64
26638,note_off,,,,,0,0,1,,,,0,69,64
26640,set_tempo,,,,,20,1,0,422535,,,,,
26644,note_off,,,,,0,0,1,,,,0,60,64
26644,note_off,,,,,6,0,1,,,,0,54,64
26646,note_off,,,,,2,0,1,,,,0,81,64
26660,set_tempo,,,,,20,1,0,419580,,,,,
26678,note_on,,,,,0,0,1,,,,0,69,96
26678,note_on,,,,,32,0,1,,,,0,81,86
26680,set_tempo,,,,,20,1,0,416667,,,,,
26680,note_on,,,,,0,0,1,,,,0,60,85
26680,note_on,,,,,0,0,1,,,,0,54,81
26680,note_on,,,,,2,0,1,,,,0,75,92
26688,note_on,,,,,8,0,1,,,,0,48,86
26700,set_tempo,,,,,20,1,0,413793,,,,,
26704,note_off,,,,,16,0,1,,,,0,48,64
26712,note_off,,,,,0,0,1,,,,0,81,64
26712,note_off,,,,,8,0,1,,,,0,69,64
26716,note_off,,,,,4,0,1,,,,0,60,64
26720,set_tempo,,,,,20,1,0,410959,,,,,
26722,note_off,,,,,6,0,1,,,,0,54,64
26728,note_off,,,,,6,0,1,,,,0,75,64
26740,set_tempo,,,,,20,1,0,408163,,,,,
26760,set_tempo,,,,,20,1,0,405405,,,,,
26780,set_tempo,,,,,20,1,0,402685,,,,,
26800,set_tempo,,,,,20,1,0,400000,,,,,
26820,set_tempo,,,,,20,1,0,397351,,,,,
26840,set_tempo,,,,,20,1,0,394737,,,,,
26860,set_tempo,,,,,20,1,0,392157,,,,,
26880,set_tempo,,,,,20,1,0,389610,,,,,
26900,set_tempo,,,,,20,1,0,387097,,,,,
26920,set_tempo,,,,,20,1,0,384615,,,,,
26940,set_tempo,,,,,20,1,0,382166,,,,,
26954,note_on,,,,,226,0,1,,,,0,63,78
26956,note_on,,,,,2,0,1,,,,0,75,79
26956,note_on,,,,,0,0,1,,,,0,54,78
26958,note_on,,,,,2,0,1,,,,0,66,76
26960,note_on,,,,,0,0,1,,,,0,60,77
26960,note_on,,,,,2,0,1,,,,0,69,79
26960,set_tempo,,,,,20,1,0,379747,,,,,
26976,note_off,,,,,16,0,1,,,,0,60,64
26980,set_tempo,,,,,20,1,0,377358,,,,,
26984,note_off,,,,,0,0,1,,,,0,63,64
26984,note_off,,,,,8,0,1,,,,0,66,64
26984,note_off,,,,,0,0,1,,,,0,54,64
26988,note_off,,,,,4,0,1,,,,0,69,64
26992,note_off,,,,,4,0,1,,,,0,75,64
27000,set_tempo,,,,,20,1,0,375000,,,,,
27016,note_on,,,,,0,0,1,,,,0,66,79
27016,note_on,,,,,0,0,1,,,,0,60,89
27016,note_on,,,,,24,0,1,,,,0,69,85
27018,note_on,,,,,2,0,1,,,,0,75,93
27018,note_on,,,,,0,0,1,,,,0,54,77
27020,set_tempo,,,,,20,1,0,372671,,,,,
27020,note_on,,,,,2,0,1,,,,0,63,81
27040,set_tempo,,,,,20,1,0,370370,,,,,
27056,note_off,,,,,36,0,1,,,,0,66,64
27060,note_off,,,,,4,0,1,,,,0,63,64
27060,note_off,,,,,0,0,1,,,,0,60,64
27060,set_tempo,,,,,20,1,0,368098,,,,,
27070,note_off,,,,,10,0,1,,,,0,75,64
27070,note_off,,,,,0,0,1,,,,0,69,64
27078,note_off,,,,,8,0,1,,,,0,54,64
27080,set_tempo,,,,,20,1,0,365854,,,,,
27100,set_tempo,,,,,20,1,0,363636,,,,,
27120,set_tempo,,,,,20,1,0,361446,,,,,
27140,set_tempo,,,,,20,1,0,359281,,,,,
27160,set_tempo,,,,,20,1,0,357143,,,,,
27180,set_tempo,,,,,20,1,0,355030,,,,,
27200,set_tempo,,,,,20,1,0,352941,,,,,
27220,set_tempo,,,,,20,1,0,350877,,,,,
27240,set_tempo,,,,,20,1,0,348837,,,,,
27260,set_tempo,,,,,20,1,0,346821,,,,,
27280,set_tempo,,,,,20,1,0,344828,,,,,
27300,set_tempo,,,,,20,1,0,342857,,,,,
27306,note_on,,,,,228,0,1,,,,0,63,79
27308,note_on,,,,,2,0,1,,,,0,69,76
27310,note_on,,,,,2,0,1,,,,0,60,69
27314,note_on,,,,,4,0,1,,,,0,54,82
27316,note_on,,,,,2,0,1,,,,0,57,77
27318,note_on,,,,,2,0,1,,,,0,48,78
27320,set_tempo,,,,,20,1,0,340909,,,,,
27332,note_off,,,,,14,0,1,,,,0,48,64
27338,note_off,,,,,6,0,1,,,,0,60,64
27340,set_tempo,,,,,20,1,0,338983,,,,,
27342,note_off,,,,,0,0,1,,,,0,54,64
27342,note_off,,,,,4,0,1,,,,0,57,64
27344,note_off,,,,,2,0,1,,,,0,63,64
27346,note_off,,,,,2,0,1,,,,0,69,64
27360,set_tempo,,,,,20,1,0,337079,,,,,
27376,note_on,,,,,30,0,1,,,,0,69,84
27376,note_on,,,,,0,0,1,,,,0,57,84
27378,note_on,,,,,2,0,1,,,,0,60,79
27378,note_on,,,,,0,0,1,,,,0,54,87
27380,note_on,,,,,2,0,1,,,,0,63,80
27384,note_on,,,,,4,0,1,,,,0,48,89
27416,note_off,,,,,32,0,1,,,,0,57,64
27418,note_off,,,,,2,0,1,,,,0,60,64
27422,note_off,,,,,4,0,1,,,,0,69,64
27432,note_off,,,,,10,0,1,,,,0,48,64
27432,note_off,,,,,0,0,1,,,,0,54,64
27440,note_off,,,,,8,0,1,,,,0,63,64
27684,note_on,,,,,244,0,1,,,,0,63,81
27686,note_on,,,,,2,0,1,,,,0,57,82
27686,note_on,,,,,0,0,1,,,,0,54,77
27688,note_on,,,,,2,0,1,,,,0,42,76
27690,note_on,,,,,2,0,1,,,,0,51,83
27692,note_on,,,,,2,0,1,,,,0,45,79
27714,note_off,,,,,22,0,1,,,,0,42,64
27718,note_off,,,,,4,0,1,,,,0,51,64
27718,note_off,,,,,0,0,1,,,,0,54,64
27722,note_off,,,,,4,0,1,,,,0,57,64
27724,note_off,,,,,2,0,1,,,,0,45,64
27726,note_off,,,,,2,0,1,,,,0,63,64
27756,note_on,,,,,0,0,1,,,,0,54,81
27756,note_on,,,,,30,0,1,,,,0,63,85
27756,note_on,,,,,0,0,1,,,,0,45,84
27758,note_on,,,,,2,0,1,,,,0,57,87
27760,note_on,,,,,2,0,1,,,,0,51,86
27766,note_on,,,,,6,0,1,,,,0,42,82
27804,note_off,,,,,38,0,1,,,,0,51,64
27808,note_off,,,,,0,0,1,,,,0,54,64
27808,note_off,,,,,4,0,1,,,,0,45,64
27812,note_off,,,,,4,0,1,,,,0,63,64
27816,note_off,,,,,4,0,1,,,,0,57,64
27820,note_off,,,,,4,0,1,,,,0,42,64
28084,set_tempo,,,,,724,1,0,338983,,,,,
28094,note_on,,,,,0,0,1,,,,0,51,88
28094,note_on,,,,,274,0,1,,,,0,57,84
28100,note_on,,,,,0,0,1,,,,0,45,85
28100,note_on,,,,,6,0,1,,,,0,48,84
28100,note_on,,,,,0,0,1,,,,0,42,86
28104,note_on,,,,,4,0,1,,,,0,36,81
28112,set_tempo,,,,,28,1,0,340909,,,,,
28126,note_off,,,,,22,0,1,,,,0,48,64
28128,note_off,,,,,2,0,1,,,,0,45,64
28132,note_off,,,,,4,0,1,,,,0,36,64
28132,note_off,,,,,0,0,1,,,,0,42,64
28136,set_tempo,,,,,24,1,0,342857,,,,,
28136,note_off,,,,,4,0,1,,,,0,51,64
28138,note_off,,,,,2,0,1,,,,0,57,64
28160,set_tempo,,,,,24,1,0,344828,,,,,
28184,set_tempo,,,,,24,1,0,346821,,,,,
28200,note_on,,,,,62,0,1,,,,0,36,87
28204,note_on,,,,,4,0,1,,,,0,45,94
28204,note_on,,,,,0,0,1,,,,0,42,85
28208,set_tempo,,,,,24,1,0,348837,,,,,
28216,note_on,,,,,12,0,1,,,,0,51,94
28216,note_on,,,,,0,0,1,,,,0,48,93
28224,note_on,,,,,8,0,1,,,,0,57,93
28232,set_tempo,,,,,24,1,0,350877,,,,,
28256,set_tempo,,,,,24,1,0,352941,,,,,
28280,set_tempo,,,,,24,1,0,355030,,,,,
28298,control_change,,,,,74,0,1,,64,0,0,,
28304,set_tempo,,,,,24,1,0,357143,,,,,
28328,set_tempo,,,,,24,1,0,359281,,,,,
28352,set_tempo,,,,,24,1,0,361446,,,,,
28376,set_tempo,,,,,24,1,0,363636,,,,,
28400,set_tempo,,,,,24,1,0,365854,,,,,
28424,set_tempo,,,,,24,1,0,368098,,,,,
28448,set_tempo,,,,,24,1,0,370370,,,,,
28472,set_tempo,,,,,24,1,0,372671,,,,,
28496,set_tempo,,,,,24,1,0,375000,,,,,
28520,set_tempo,,,,,24,1,0,377358,,,,,
28542,control_change,,,,,244,0,1,,64,127,0,,
28548,set_tempo,,,,,28,1,0,379747,,,,,
28572,set_tempo,,,,,24,1,0,382166,,,,,
28596,set_tempo,,,,,24,1,0,384615,,,,,
28620,set_tempo,,,,,24,1,0,387097,,,,,
28644,set_tempo,,,,,24,1,0,389610,,,,,
28668,set_tempo,,,,,24,1,0,392157,,,,,
28692,set_tempo,,,,,24,1,0,394737,,,,,
28716,set_tempo,,,,,24,1,0,397351,,,,,
28722,note_off,,,,,180,0,1,,,,0,45,64
28726,note_off,,,,,4,0,1,,,,0,36,64
28740,set_tempo,,,,,24,1,0,400000,,,,,
28744,note_off,,,,,18,0,1,,,,0,42,64
28764,set_tempo,,,,,24,1,0,402685,,,,,
28768,note_off,,,,,24,0,1,,,,0,48,64
28788,set_tempo,,,,,24,1,0,405405,,,,,
28794,note_off,,,,,26,0,1,,,,0,57,64
28796,note_off,,,,,2,0,1,,,,0,51,64
28812,set_tempo,,,,,24,1,0,408163,,,,,
28836,set_tempo,,,,,24,1,0,410959,,,,,
28860,set_tempo,,,,,24,1,0,413793,,,,,
28884,set_tempo,,,,,24,1,0,416667,,,,,
28908,set_tempo,,,,,24,1,0,419580,,,,,
28932,set_tempo,,,,,24,1,0,422535,,,,,
28956,set_tempo,,,,,24,1,0,425532,,,,,
28980,set_tempo,,,,,24,1,0,428571,,,,,
29074,note_on,,,,,278,0,1,,,,0,51,91
29076,note_on,,,,,0,0,1,,,,0,45,86
29076,note_on,,,,,2,0,1,,,,0,57,82
29078,note_on,,,,,0,0,1,,,,0,35,93
29078,note_on,,,,,2,0,1,,,,0,47,83
29080,note_on,,,,,2,0,1,,,,0,42,79
29132,control_change,,,,,52,0,1,,64,0,0,,
29244,set_tempo,,,,,264,1,0,425532,,,,,
29494,control_change,,,,,362,0,1,,64,127,0,,
29596,note_off,,,,,102,0,1,,,,0,35,64
29614,note_off,,,,,18,0,1,,,,0,47,64
29620,note_off,,,,,6,0,1,,,,0,45,64
29622,note_off,,,,,2,0,1,,,,0,57,64
29630,note_off,,,,,8,0,1,,,,0,42,64
29632,note_off,,,,,2,0,1,,,,0,51,64
29772,set_tempo,,,,,528,1,0,428571,,,,,
30004,note_on,,,,,372,0,1,,,,0,42,80
30006,note_on,,,,,2,0,1,,,,0,45,90
30006,note_on,,,,,0,0,1,,,,0,34,95
30008,note_on,,,,,0,0,1,,,,0,50,73
30008,note_on,,,,,2,0,1,,,,0,57,86
30010,note_on,,,,,2,0,1,,,,0,46,63
30092,control_change,,,,,82,0,1,,64,0,0,,
30174,control_change,,,,,82,0,1,,64,127,0,,
30288,note_off,,,,,114,0,1,,,,0,46,64
30292,note_off,,,,,4,0,1,,,,0,50,64
30300,set_tempo,,,,,528,1,0,431655,,,,,
30300,note_off,,,,,8,0,1,,,,0,45,64
30304,note_off,,,,,4,0,1,,,,0,42,64
30308,set_tempo,,,,,8,1,0,434783,,,,,
30316,set_tempo,,,,,8,1,0,437956,,,,,
30320,set_tempo,,,,,4,1,0,441176,,,,,
30328,set_tempo,,,,,8,1,0,444444,,,,,
30332,set_tempo,,,,,4,1,0,447761,,,,,
30340,set_tempo,,,,,8,1,0,451128,,,,,
30344,set_tempo,,,,,4,1,0,454545,,,,,
30352,set_tempo,,,,,8,1,0,458015,,,,,
30356,set_tempo,,,,,4,1,0,461538,,,,,
30496,note_on,,,,,0,0,1,,,,0,42,61
30496,note_on,,,,,192,0,1,,,,0,54,82
30500,note_on,,,,,0,0,1,,,,0,46,64
30500,note_on,,,,,4,0,1,,,,0,50,68
30502,note_on,,,,,2,0,1,,,,0,38,61
30508,note_off,,,,,6,0,1,,,,0,57,64
30546,control_change,,,,,38,0,1,,64,0,0,,
31176,note_on,,,,,630,0,1,,,,0,55,66
31180,note_on,,,,,4,0,1,,,,0,43,69
31186,note_off,,,,,6,0,1,,,,0,42,64
31188,note_off,,,,,2,0,1,,,,0,54,64
31404,control_change,,,,,216,0,1,,64,127,0,,
31408,note_off,,,,,4,0,1,,,,0,46,64
31410,note_off,,,,,2,0,1,,,,0,50,64
31432,note_off,,,,,22,0,1,,,,0,34,64
31440,note_off,,,,,8,0,1,,,,0,55,64
31444,note_off,,,,,4,0,1,,,,0,43,64
31450,note_off,,,,,6,0,1,,,,0,38,64
31680,set_tempo,,,,,1324,1,0,370370,,,,,
32256,control_change,,,,,806,0,1,,64,0,0,,
32494,note_on,,,,,238,0,1,,,,0,33,64
32520,note_off,,,,,26,0,1,,,,0,33,64
32532,note_on,,,,,12,0,1,,,,0,45,71
32570,note_off,,,,,38,0,1,,,,0,45,64
32582,note_on,,,,,12,0,1,,,,0,34,68
32622,note_off,,,,,40,0,1,,,,0,34,64
32624,note_on,,,,,2,0,1,,,,0,46,74
32670,note_off,,,,,46,0,1,,,,0,46,64
32672,note_on,,,,,2,0,1,,,,0,37,70
32710,note_on,,,,,38,0,1,,,,0,49,71
32716,note_off,,,,,6,0,1,,,,0,37,64
32742,note_off,,,,,26,0,1,,,,0,49,64
32764,note_on,,,,,22,0,1,,,,0,40,67
32800,note_off,,,,,36,0,1,,,,0,40,64
32806,note_on,,,,,6,0,1,,,,0,52,53
32836,note_off,,,,,30,0,1,,,,0,52,64
32858,note_on,,,,,22,0,1,,,,0,41,73
32892,note_off,,,,,34,0,1,,,,0,41,64
32898,note_on,,,,,6,0,1,,,,0,53,58
32926,note_off,,,,,28,0,1,,,,0,53,64
32956,note_on,,,,,30,0,1,,,,0,43,75
32988,note_off,,,,,32,0,1,,,,0,43,64
33006,note_on,,,,,18,0,1,,,,0,55,57
33040,note_off,,,,,34,0,1,,,,0,55,64
33060,note_on,,,,,20,0,1,,,,0,45,74
33104,note_off,,,,,44,0,1,,,,0,45,64
33110,note_on,,,,,6,0,1,,,,0,57,68
33144,note_off,,,,,34,0,1,,,,0,57,64
33176,note_on,,,,,32,0,1,,,,0,46,74
33206,note_off,,,,,30,0,1,,,,0,46,64
33242,note_on,,,,,36,0,1,,,,0,58,68
33322,note_on,,,,,80,0,1,,,,0,37,72
33352,note_off,,,,,30,0,1,,,,0,58,64
33468,note_on,,,,,116,0,1,,,,0,49,55
33620,note_off,,,,,152,0,1,,,,0,49,64
33624,note_off,,,,,4,0,1,,,,0,37,64
34212,note_on,,,,,588,0,1,,,,0,53,71
34246,note_off,,,,,34,0,1,,,,0,53,64
34266,note_on,,,,,20,0,1,,,,0,65,55
34304,note_off,,,,,38,0,1,,,,0,65,64
34308,note_on,,,,,4,0,1,,,,0,52,68
34344,note_off,,,,,36,0,1,,,,0,52,64
34358,note_on,,,,,14,0,1,,,,0,64,54
34398,note_off,,,,,40,0,1,,,,0,64,64
34408,note_on,,,,,10,0,1,,,,0,50,69
34430,note_off,,,,,22,0,1,,,,0,50,64
34456,note_on,,,,,26,0,1,,,,0,62,56
34498,note_off,,,,,42,0,1,,,,0,62,64
34502,note_on,,,,,4,0,1,,,,0,47,57
34544,note_off,,,,,42,0,1,,,,0,47,64
34552,note_on,,,,,8,0,1,,,,0,59,62
34590,note_off,,,,,38,0,1,,,,0,59,64
34606,note_on,,,,,16,0,1,,,,0,44,87
34642,note_off,,,,,36,0,1,,,,0,44,64
34660,note_on,,,,,18,0,1,,,,0,56,71
34698,note_off,,,,,38,0,1,,,,0,56,64
34732,note_on,,,,,34,0,1,,,,0,41,70
34764,note_off,,,,,32,0,1,,,,0,41,64
34794,note_on,,,,,30,0,1,,,,0,53,65
34836,note_off,,,,,42,0,1,,,,0,53,64
34862,note_on,,,,,26,0,1,,,,0,40,68
34910,note_off,,,,,48,0,1,,,,0,40,64
34942,note_on,,,,,32,0,1,,,,0,52,61
35012,note_off,,,,,70,0,1,,,,0,52,64
35024,note_on,,,,,12,0,1,,,,0,38,67
35122,note_off,,,,,98,0,1,,,,0,38,64
35136,note_on,,,,,14,0,1,,,,0,50,63
35278,note_on,,,,,142,0,1,,,,0,32,64
35332,note_off,,,,,54,0,1,,,,0,50,64
35520,set_tempo,,,,,3840,1,0,461538,,,,,
35552,note_on,,,,,220,0,1,,,,0,44,52
35730,control_change,,,,,178,0,1,,64,127,0,,
35802,note_off,,,,,72,0,1,,,,0,32,64
35814,note_off,,,,,12,0,1,,,,0,44,64
36052,control_change,,,,,238,0,1,,64,0,0,,
36326,note_on,,,,,274,0,1,,,,0,45,61
36328,note_on,,,,,2,0,1,,,,0,33,65
36492,note_off,,,,,164,0,1,,,,0,45,64
36494,note_off,,,,,2,0,1,,,,0,33,64
36504,note_on,,,,,10,0,1,,,,0,45,68
36510,note_on,,,,,6,0,1,,,,0,33,59
36602,control_change,,,,,92,0,1,,64,127,0,,
36694,note_on,,,,,92,0,1,,,,0,53,63
36696,note_on,,,,,2,0,1,,,,0,50,46
36740,note_off,,,,,44,0,1,,,,0,50,64
36744,note_off,,,,,4,0,1,,,,0,53,64
36762,note_off,,,,,18,0,1,,,,0,33,64
36772,note_off,,,,,10,0,1,,,,0,45,64
36850,note_on,,,,,78,0,1,,,,0,53,60
36852,note_on,,,,,2,0,1,,,,0,50,51
36962,note_on,,,,,110,0,1,,,,0,34,64
36972,note_on,,,,,10,0,1,,,,0,46,55
37012,note_off,,,,,40,0,1,,,,0,46,64
37014,note_off,,,,,2,0,1,,,,0,34,64
37092,note_on,,,,,78,0,1,,,,0,46,83
37094,note_on,,,,,2,0,1,,,,0,34,70
37112,note_off,,,,,18,0,1,,,,0,50,64
37116,note_off,,,,,4,0,1,,,,0,53,64
37140,control_change,,,,,24,0,1,,64,0,0,,
37180,control_change,,,,,40,0,1,,64,127,0,,
37220,note_on,,,,,40,0,1,,,,0,53,64
37224,note_on,,,,,4,0,1,,,,0,50,48
37248,note_off,,,,,24,0,1,,,,0,50,64
37256,note_off,,,,,8,0,1,,,,0,53,64
37272,note_off,,,,,16,0,1,,,,0,46,64
37284,note_off,,,,,12,0,1,,,,0,34,64
37344,note_on,,,,,60,0,1,,,,0,50,57
37346,note_on,,,,,2,0,1,,,,0,53,62
37436,note_on,,,,,90,0,1,,,,0,33,67
37440,note_on,,,,,4,0,1,,,,0,45,63
37472,note_off,,,,,32,0,1,,,,0,33,64
37474,note_off,,,,,2,0,1,,,,0,45,64
37540,note_on,,,,,0,0,1,,,,0,33,66
37540,note_on,,,,,66,0,1,,,,0,45,68
37546,note_off,,,,,6,0,1,,,,0,50,64
37548,note_off,,,,,2,0,1,,,,0,53,64
37560,control_change,,,,,12,0,1,,64,0,0,,
37624,control_change,,,,,64,0,1,,64,127,0,,
37644,note_on,,,,,20,0,1,,,,0,53,66
37648,note_on,,,,,4,0,1,,,,0,50,55
37670,note_off,,,,,22,0,1,,,,0,50,64
37680,note_off,,,,,10,0,1,,,,0,53,64
37686,note_off,,,,,6,0,1,,,,0,33,64
37686,note_off,,,,,0,0,1,,,,0,45,64
37746,note_on,,,,,60,0,1,,,,0,53,63
37752,note_on,,,,,6,0,1,,,,0,50,56
37818,note_on,,,,,0,0,1,,,,0,32,69
37818,note_on,,,,,66,0,1,,,,0,44,68
37848,note_off,,,,,30,0,1,,,,0,32,64
37854,note_off,,,,,6,0,1,,,,0,44,64
37900,note_off,,,,,46,0,1,,,,0,50,64
37904,note_off,,,,,4,0,1,,,,0,53,64
37908,note_on,,,,,4,0,1,,,,0,32,69
37910,note_on,,,,,2,0,1,,,,0,44,76
37912,control_change,,,,,2,0,1,,64,0,0,,
37954,control_change,,,,,42,0,1,,64,127,0,,
37992,note_on,,,,,38,0,1,,,,0,53,69
37998,note_on,,,,,6,0,1,,,,0,50,60
38000,note_off,,,,,2,0,1,,,,0,32,64
38014,note_off,,,,,14,0,1,,,,0,50,64
38022,note_off,,,,,8,0,1,,,,0,44,64
38026,note_off,,,,,4,0,1,,,,0,53,64
38086,note_on,,,,,60,0,1,,,,0,53,64
38092,note_on,,,,,6,0,1,,,,0,50,61
38166,note_on,,,,,74,0,1,,,,0,31,78
38170,note_on,,,,,4,0,1,,,,0,43,69
38198,note_off,,,,,28,0,1,,,,0,31,64
38200,note_off,,,,,2,0,1,,,,0,43,64
38240,note_off,,,,,40,0,1,,,,0,50,64
38252,note_on,,,,,12,0,1,,,,0,43,75
38252,note_on,,,,,0,0,1,,,,0,31,78
38258,note_off,,,,,6,0,1,,,,0,53,64
38266,control_change,,,,,8,0,1,,64,0,0,,
38328,note_on,,,,,62,0,1,,,,0,52,63
38332,note_on,,,,,4,0,1,,,,0,50,52
38336,control_change,,,,,4,0,1,,64,127,0,,
38352,note_off,,,,,16,0,1,,,,0,50,64
38360,note_off,,,,,8,0,1,,,,0,52,64
38366,note_off,,,,,6,0,1,,,,0,43,64
38370,note_off,,,,,4,0,1,,,,0,31,64
38412,note_on,,,,,42,0,1,,,,0,52,67
38414,note_on,,,,,2,0,1,,,,0,50,55
38458,note_on,,,,,44,0,1,,,,0,30,72
38462,note_on,,,,,4,0,1,,,,0,42,60
38488,note_off,,,,,26,0,1,,,,0,30,64
38492,note_off,,,,,4,0,1,,,,0,42,64
38546,note_on,,,,,54,0,1,,,,0,42,71
38548,note_on,,,,,2,0,1,,,,0,30,76
38558,control_change,,,,,10,0,1,,64,0,0,,
38560,note_off,,,,,0,0,1,,,,0,52,64
38560,note_off,,,,,2,0,1,,,,0,50,64
38602,control_change,,,,,42,0,1,,64,127,0,,
38620,note_on,,,,,18,0,1,,,,0,52,68
38624,note_on,,,,,4,0,1,,,,0,50,57
38638,note_off,,,,,14,0,1,,,,0,50,64
38648,note_off,,,,,10,0,1,,,,0,52,64
38654,note_off,,,,,6,0,1,,,,0,30,64
38656,note_off,,,,,2,0,1,,,,0,42,64
38696,note_on,,,,,40,0,1,,,,0,52,70
38700,note_on,,,,,4,0,1,,,,0,50,58
38758,note_on,,,,,58,0,1,,,,0,29,77
38760,note_on,,,,,2,0,1,,,,0,41,79
38788,note_off,,,,,28,0,1,,,,0,29,64
38790,note_off,,,,,2,0,1,,,,0,41,64
38818,control_change,,,,,28,0,1,,64,0,0,,
38828,note_off,,,,,10,0,1,,,,0,50,64
38830,note_off,,,,,2,0,1,,,,0,52,64
38832,note_on,,,,,2,0,1,,,,0,41,83
38832,note_on,,,,,0,0,1,,,,0,29,85
38864,control_change,,,,,32,0,1,,64,127,0,,
38896,note_on,,,,,32,0,1,,,,0,52,65
38896,note_on,,,,,0,0,1,,,,0,50,64
38902,note_off,,,,,6,0,1,,,,0,29,64
38922,note_off,,,,,20,0,1,,,,0,41,64
