tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity,control,value
110520,note_on,12,0,3,,,,,,,,0,54,80,,
110568,note_on,48,0,3,,,,,,,,0,54,0,,
110568,note_on,48,0,2,,,,,,,,0,63,0,,
110580,note_on,12,0,3,,,,,,,,0,51,80,,
110580,note_on,12,0,2,,,,,,,,0,66,80,,
110592,note_on,0,0,1,,,,,,,,0,75,0,,
110592,note_on,0,0,4,,,,,,,,0,51,0,,
110592,note_on,192,0,4,,,,,,,,0,39,0,,
110592,note_on,160,0,1,,,,,,,,0,87,0,,
110628,note_on,48,0,3,,,,,,,,0,51,0,,
110628,note_on,48,0,2,,,,,,,,0,66,0,,
110640,note_on,12,0,3,,,,,,,,0,54,68,,
110640,control_change,48,0,1,,,,,,,,0,,,64,0
110640,note_on,0,0,1,,,,,,,,0,59,80,,
110640,note_on,0,0,1,,,,,,,,0,71,80,,
110640,note_on,12,0,2,,,,,,,,0,63,68,,
110668,control_change,28,0,1,,,,,,,,0,,,64,127
110672,note_on,32,0,3,,,,,,,,0,54,0,,
110672,note_on,32,0,2,,,,,,,,0,63,0,,
110680,note_on,8,0,3,,,,,,,,0,51,68,,
110680,note_on,8,0,2,,,,,,,,0,66,68,,
110712,note_on,32,0,2,,,,,,,,0,66,0,,
110712,note_on,32,0,3,,,,,,,,0,51,0,,
110720,note_on,8,0,3,,,,,,,,0,54,68,,
110720,note_on,8,0,2,,,,,,,,0,63,68,,
110752,note_on,32,0,3,,,,,,,,0,54,0,,
110752,note_on,32,0,2,,,,,,,,0,63,0,,
110760,note_on,8,0,2,,,,,,,,0,66,68,,
110760,note_on,8,0,3,,,,,,,,0,51,68,,
110792,note_on,32,0,3,,,,,,,,0,51,0,,
110792,note_on,32,0,2,,,,,,,,0,66,0,,
110800,note_on,8,0,3,,,,,,,,0,54,68,,
110800,note_on,8,0,2,,,,,,,,0,63,68,,
110832,note_on,32,0,3,,,,,,,,0,54,0,,
110832,note_on,164,0,1,,,,,,,,0,59,0,,
110832,note_on,0,0,1,,,,,,,,0,71,0,,
110832,note_on,32,0,2,,,,,,,,0,63,0,,
110840,note_on,8,0,2,,,,,,,,0,66,68,,
110840,note_on,8,0,3,,,,,,,,0,51,68,,
110872,note_on,32,0,3,,,,,,,,0,51,0,,
110872,note_on,32,0,2,,,,,,,,0,66,0,,
110880,note_on,48,0,1,,,,,,,,0,58,80,,
110880,note_on,8,0,3,,,,,,,,0,54,68,,
110880,note_on,8,0,2,,,,,,,,0,63,68,,
110880,note_on,0,0,1,,,,,,,,0,70,80,,
110882,control_change,2,0,1,,,,,,,,0,,,64,0
110903,control_change,21,0,1,,,,,,,,0,,,64,127
110912,note_on,32,0,2,,,,,,,,0,63,0,,
110912,note_on,32,0,3,,,,,,,,0,54,0,,
110920,note_on,8,0,2,,,,,,,,0,66,68,,
110920,note_on,8,0,3,,,,,,,,0,51,68,,
110952,note_on,32,0,3,,,,,,,,0,51,0,,
110952,note_on,32,0,2,,,,,,,,0,66,0,,
110960,note_on,8,0,3,,,,,,,,0,54,68,,
110960,note_on,8,0,2,,,,,,,,0,63,68,,
110992,note_on,32,0,2,,,,,,,,0,63,0,,
110992,note_on,32,0,3,,,,,,,,0,54,0,,
111000,note_on,8,0,3,,,,,,,,0,51,68,,
111000,note_on,8,0,2,,,,,,,,0,66,68,,
111032,note_on,32,0,2,,,,,,,,0,66,0,,
111032,note_on,32,0,3,,,,,,,,0,51,0,,
111040,note_on,8,0,2,,,,,,,,0,63,68,,
111040,note_on,8,0,3,,,,,,,,0,54,68,,
111072,note_on,169,0,1,,,,,,,,0,70,0,,
111072,note_on,0,0,1,,,,,,,,0,58,0,,
111072,note_on,32,0,3,,,,,,,,0,54,0,,
111072,note_on,32,0,2,,,,,,,,0,63,0,,
111080,note_on,8,0,2,,,,,,,,0,66,68,,
111080,note_on,8,0,3,,,,,,,,0,51,68,,
111112,note_on,32,0,2,,,,,,,,0,66,0,,
111112,note_on,32,0,3,,,,,,,,0,51,0,,
111118,control_change,46,0,1,,,,,,,,0,,,64,0
111120,note_on,2,0,1,,,,,,,,0,69,80,,
111120,note_on,0,0,1,,,,,,,,0,57,80,,
111120,note_on,8,0,3,,,,,,,,0,54,68,,
111120,note_on,8,0,2,,,,,,,,0,63,68,,
111145,control_change,25,0,1,,,,,,,,0,,,64,127
111152,note_on,32,0,2,,,,,,,,0,63,0,,
111152,note_on,32,0,3,,,,,,,,0,54,0,,
111160,note_on,8,0,3,,,,,,,,0,51,68,,
111160,note_on,8,0,2,,,,,,,,0,66,68,,
111192,note_on,32,0,3,,,,,,,,0,51,0,,
111192,note_on,32,0,2,,,,,,,,0,66,0,,
111200,note_on,8,0,2,,,,,,,,0,63,68,,
111200,note_on,8,0,3,,,,,,,,0,54,68,,
111232,note_on,32,0,3,,,,,,,,0,54,0,,
111232,note_on,32,0,2,,,,,,,,0,63,0,,
111240,note_on,8,0,2,,,,,,,,0,66,68,,
111240,note_on,8,0,3,,,,,,,,0,51,68,,
111272,note_on,32,0,3,,,,,,,,0,51,0,,
111272,note_on,32,0,2,,,,,,,,0,66,0,,
111280,note_on,8,0,3,,,,,,,,0,54,68,,
111280,note_on,8,0,2,,,,,,,,0,63,68,,
111312,note_on,32,0,2,,,,,,,,0,63,0,,
111312,note_on,0,0,1,,,,,,,,0,69,0,,
111312,note_on,167,0,1,,,,,,,,0,57,0,,
111312,note_on,32,0,3,,,,,,,,0,54,0,,
111320,note_on,8,0,3,,,,,,,,0,51,68,,
111320,note_on,8,0,2,,,,,,,,0,66,68,,
111352,note_on,32,0,3,,,,,,,,0,51,0,,
111352,note_on,32,0,2,,,,,,,,0,66,0,,
111360,note_on,8,0,3,,,,,,,,0,54,68,,
111360,note_on,0,0,1,,,,,,,,0,58,80,,
111360,note_on,8,0,2,,,,,,,,0,63,68,,
111360,note_on,48,0,1,,,,,,,,0,70,80,,
111362,control_change,2,0,1,,,,,,,,0,,,64,0
111392,note_on,32,0,3,,,,,,,,0,54,0,,
111392,note_on,32,0,2,,,,,,,,0,63,0,,
111397,control_change,35,0,1,,,,,,,,0,,,64,127
111400,note_on,8,0,2,,,,,,,,0,66,68,,
111400,note_on,8,0,3,,,,,,,,0,51,68,,
111432,note_on,32,0,3,,,,,,,,0,51,0,,
111432,note_on,32,0,2,,,,,,,,0,66,0,,
111440,note_on,8,0,3,,,,,,,,0,54,68,,
111440,note_on,8,0,2,,,,,,,,0,63,68,,
111472,note_on,32,0,3,,,,,,,,0,54,0,,
111472,note_on,32,0,2,,,,,,,,0,63,0,,
111480,note_on,8,0,2,,,,,,,,0,66,68,,
111480,note_on,8,0,3,,,,,,,,0,51,68,,
111512,note_on,32,0,2,,,,,,,,0,66,0,,
111512,note_on,32,0,3,,,,,,,,0,51,0,,
111520,note_on,8,0,2,,,,,,,,0,63,68,,
111520,note_on,8,0,3,,,,,,,,0,54,68,,
111552,note_on,32,0,3,,,,,,,,0,54,0,,
111552,note_on,0,0,1,,,,,,,,0,70,0,,
111552,note_on,155,0,1,,,,,,,,0,58,0,,
111552,note_on,32,0,2,,,,,,,,0,63,0,,
111560,note_on,8,0,2,,,,,,,,0,66,68,,
111560,note_on,8,0,3,,,,,,,,0,51,68,,
111592,note_on,32,0,3,,,,,,,,0,51,0,,
111592,note_on,32,0,2,,,,,,,,0,66,0,,
111600,note_on,48,0,1,,,,,,,,0,66,80,,
111600,note_on,0,0,1,,,,,,,,0,58,80,,
111600,note_on,0,0,1,,,,,,,,0,54,80,,
111602,control_change,2,0,1,,,,,,,,0,,,64,0
111623,control_change,21,0,1,,,,,,,,0,,,64,127
111648,note_on,56,0,3,,,,,,,,0,54,68,,
111648,note_on,56,0,2,,,,,,,,0,63,68,,
111693,note_on,45,0,2,,,,,,,,0,63,0,,
111693,note_on,45,0,3,,,,,,,,0,54,0,,
111696,note_on,3,0,3,,,,,,,,0,51,68,,
111696,note_on,3,0,2,,,,,,,,0,66,68,,
111741,note_on,45,0,2,,,,,,,,0,66,0,,
111741,note_on,45,0,3,,,,,,,,0,51,0,,
111744,note_on,3,0,2,,,,,,,,0,63,68,,
111744,note_on,3,0,3,,,,,,,,0,54,68,,
111789,note_on,45,0,3,,,,,,,,0,54,0,,
111789,note_on,45,0,2,,,,,,,,0,63,0,,
111792,note_on,0,0,1,,,,,,,,0,66,0,,
111792,note_on,3,0,3,,,,,,,,0,51,68,,
111792,note_on,0,0,1,,,,,,,,0,58,0,,
111792,note_on,3,0,2,,,,,,,,0,66,68,,
111792,note_on,169,0,1,,,,,,,,0,54,0,,
111837,note_on,45,0,2,,,,,,,,0,66,0,,
111837,note_on,45,0,3,,,,,,,,0,51,0,,
111840,note_on,1248,0,4,,,,,,,,0,51,80,,
111840,note_on,3,0,2,,,,,,,,0,63,68,,
111840,control_change,48,0,1,,,,,,,,0,,,64,0
111858,control_change,18,0,1,,,,,,,,0,,,64,127
111888,note_on,48,0,2,,,,,,,,0,63,0,,
111888,note_on,0,0,2,,,,,,,,0,66,68,,
111933,note_on,45,0,2,,,,,,,,0,66,0,,
111936,note_on,3,0,2,,,,,,,,0,63,68,,
111981,note_on,45,0,2,,,,,,,,0,63,0,,
111984,note_on,3,0,2,,,,,,,,0,66,68,,
112029,note_on,45,0,2,,,,,,,,0,66,0,,
112032,note_on,3,0,2,,,,,,,,0,63,68,,
112032,note_on,192,0,4,,,,,,,,0,51,0,,
112077,note_on,45,0,2,,,,,,,,0,63,0,,
112080,note_on,0,0,1,,,,,,,,0,78,80,,
112080,note_on,0,0,4,,,,,,,,0,54,80,,
112080,control_change,222,0,1,,,,,,,,0,,,64,0
112080,note_on,48,0,4,,,,,,,,0,42,80,,
112080,note_on,0,0,1,,,,,,,,0,90,80,,
112105,control_change,25,0,1,,,,,,,,0,,,64,127
112140,note_on,63,0,2,,,,,,,,0,75,80,,
112140,note_on,303,0,3,,,,,,,,0,58,80,,
112188,note_on,48,0,3,,,,,,,,0,58,0,,
112188,note_on,48,0,2,,,,,,,,0,75,0,,
112200,note_on,12,0,3,,,,,,,,0,63,80,,
112200,note_on,12,0,2,,,,,,,,0,70,80,,
112248,note_on,48,0,2,,,,,,,,0,70,0,,
112248,note_on,48,0,3,,,,,,,,0,63,0,,
112260,note_on,12,0,2,,,,,,,,0,75,80,,
112260,note_on,12,0,3,,,,,,,,0,58,80,,
112272,note_on,0,0,4,,,,,,,,0,42,0,,
112272,note_on,167,0,1,,,,,,,,0,90,0,,
112272,note_on,0,0,1,,,,,,,,0,78,0,,
112272,note_on,192,0,4,,,,,,,,0,54,0,,
112308,note_on,48,0,3,,,,,,,,0,58,0,,
112308,note_on,48,0,2,,,,,,,,0,75,0,,
112320,note_on,0,0,1,,,,,,,,0,77,80,,
112320,note_on,0,0,4,,,,,,,,0,53,80,,
112320,note_on,48,0,4,,,,,,,,0,41,80,,
112320,note_on,48,0,1,,,,,,,,0,89,80,,
112324,control_change,4,0,1,,,,,,,,0,,,64,0
112339,control_change,15,0,1,,,,,,,,0,,,64,127
112380,note_on,72,0,2,,,,,,,,0,72,80,,
112380,note_on,72,0,3,,,,,,,,0,57,80,,
112428,note_on,48,0,3,,,,,,,,0,57,0,,
112428,note_on,48,0,2,,,,,,,,0,72,0,,
112440,note_on,12,0,2,,,,,,,,0,69,80,,
112440,note_on,12,0,3,,,,,,,,0,60,80,,
112488,note_on,48,0,2,,,,,,,,0,69,0,,
112488,note_on,48,0,3,,,,,,,,0,60,0,,
112500,note_on,12,0,3,,,,,,,,0,57,80,,
112500,note_on,12,0,2,,,,,,,,0,72,80,,
112512,note_on,0,0,1,,,,,,,,0,89,0,,
112512,note_on,0,0,4,,,,,,,,0,41,0,,
112512,note_on,173,0,1,,,,,,,,0,77,0,,
112512,note_on,192,0,4,,,,,,,,0,53,0,,
112548,note_on,48,0,3,,,,,,,,0,57,0,,
112548,note_on,48,0,2,,,,,,,,0,72,0,,
112556,control_change,44,0,1,,,,,,,,0,,,64,0
112560,note_on,48,0,4,,,,,,,,0,51,80,,
112560,note_on,4,0,1,,,,,,,,0,75,80,,
112560,note_on,0,0,1,,,,,,,,0,87,80,,
112560,note_on,0,0,4,,,,,,,,0,39,80,,
112569,control_change,9,0,1,,,,,,,,0,,,64,127
112620,note_on,72,0,2,,,,,,,,0,69,80,,
112620,note_on,72,0,3,,,,,,,,0,54,80,,
112668,note_on,48,0,3,,,,,,,,0,54,0,,
112668,note_on,48,0,2,,,,,,,,0,69,0,,
112680,note_on,12,0,3,,,,,,,,0,57,80,,
112680,note_on,12,0,2,,,,,,,,0,66,80,,
112728,note_on,48,0,2,,,,,,,,0,66,0,,
112728,note_on,48,0,3,,,,,,,,0,57,0,,
112740,note_on,12,0,2,,,,,,,,0,69,80,,
112740,note_on,12,0,3,,,,,,,,0,54,80,,
112752,note_on,192,0,4,,,,,,,,0,39,0,,
112752,note_on,0,0,4,,,,,,,,0,51,0,,
112752,note_on,0,0,1,,,,,,,,0,75,0,,
112752,note_on,183,0,1,,,,,,,,0,87,0,,
112788,note_on,48,0,3,,,,,,,,0,54,0,,
112788,note_on,48,0,2,,,,,,,,0,69,0,,
112795,control_change,43,0,1,,,,,,,,0,,,64,0
112800,note_on,0,0,4,,,,,,,,0,37,80,,
112800,note_on,0,0,1,,,,,,,,0,73,80,,
112800,note_on,48,0,4,,,,,,,,0,49,80,,
112800,note_on,5,0,1,,,,,,,,0,85,80,,
112811,control_change,11,0,1,,,,,,,,0,,,64,127
112860,note_on,72,0,3,,,,,,,,0,53,80,,
112860,note_on,72,0,2,,,,,,,,0,69,80,,
112908,note_on,48,0,3,,,,,,,,0,53,0,,
112908,note_on,48,0,2,,,,,,,,0,69,0,,
112920,note_on,12,0,3,,,,,,,,0,57,80,,
112920,note_on,12,0,2,,,,,,,,0,65,80,,
112968,note_on,48,0,3,,,,,,,,0,57,0,,
112968,note_on,48,0,2,,,,,,,,0,65,0,,
112980,note_on,12,0,3,,,,,,,,0,53,80,,
112980,note_on,12,0,2,,,,,,,,0,69,80,,
112992,note_on,192,0,4,,,,,,,,0,37,0,,
112992,note_on,181,0,1,,,,,,,,0,73,0,,
112992,note_on,0,0,4,,,,,,,,0,49,0,,
112992,note_on,0,0,1,,,,,,,,0,85,0,,
113028,note_on,48,0,3,,,,,,,,0,53,0,,
113028,note_on,48,0,2,,,,,,,,0,69,0,,
113040,control_change,48,0,1,,,,,,,,0,,,64,0
113040,note_on,0,0,4,,,,,,,,0,36,80,,
113040,note_on,0,0,1,,,,,,,,0,72,80,,
113040,note_on,0,0,1,,,,,,,,0,84,80,,
113040,note_on,48,0,4,,,,,,,,0,48,80,,
113054,control_change,14,0,1,,,,,,,,0,,,64,127
113100,note_on,0,0,2,,,,,,,,0,69,80,,
113100,note_on,72,0,3,,,,,,,,0,51,80,,
113100,note_on,72,0,2,,,,,,,,0,65,80,,
113100,note_on,0,0,3,,,,,,,,0,53,80,,
113148,note_on,0,0,2,,,,,,,,0,65,0,,
113148,note_on,48,0,3,,,,,,,,0,53,0,,
113148,note_on,0,0,3,,,,,,,,0,51,0,,
113148,note_on,48,0,2,,,,,,,,0,69,0,,
113160,note_on,12,0,3,,,,,,,,0,57,80,,
113160,note_on,12,0,2,,,,,,,,0,63,80,,
113208,note_on,48,0,3,,,,,,,,0,57,0,,
113208,note_on,48,0,2,,,,,,,,0,63,0,,
113220,note_on,0,0,2,,,,,,,,0,69,80,,
113220,note_on,0,0,3,,,,,,,,0,53,80,,
113220,note_on,12,0,2,,,,,,,,0,65,80,,
113220,note_on,12,0,3,,,,,,,,0,51,80,,
113232,note_on,192,0,4,,,,,,,,0,36,0,,
113232,note_on,0,0,4,,,,,,,,0,48,0,,
113232,note_on,178,0,1,,,,,,,,0,72,0,,
113232,note_on,0,0,1,,,,,,,,0,84,0,,
113268,note_on,0,0,3,,,,,,,,0,51,0,,
113268,note_on,48,0,3,,,,,,,,0,53,0,,
113268,note_on,48,0,2,,,,,,,,0,69,0,,
113268,note_on,0,0,2,,,,,,,,0,65,0,,
113280,note_on,0,0,1,,,,,,,,0,70,80,,
113280,note_on,48,0,4,,,,,,,,0,46,80,,
113280,note_on,0,0,1,,,,,,,,0,82,80,,
113280,control_change,48,0,1,,,,,,,,0,,,64,0
113280,note_on,0,0,4,,,,,,,,0,34,80,,
113303,control_change,23,0,1,,,,,,,,0,,,64,127
113340,note_on,72,0,3,,,,,,,,0,49,80,,
113340,note_on,72,0,2,,,,,,,,0,65,80,,
113388,note_on,48,0,2,,,,,,,,0,65,0,,
113388,note_on,48,0,3,,,,,,,,0,49,0,,
113400,note_on,12,0,2,,,,,,,,0,61,80,,
113400,note_on,12,0,3,,,,,,,,0,53,80,,
113448,note_on,48,0,3,,,,,,,,0,53,0,,
113448,note_on,48,0,2,,,,,,,,0,61,0,,
113460,note_on,12,0,2,,,,,,,,0,65,80,,
113460,note_on,12,0,3,,,,,,,,0,49,80,,
113472,note_on,0,0,4,,,,,,,,0,46,0,,
113472,note_on,192,0,4,,,,,,,,0,34,0,,
113472,note_on,0,0,1,,,,,,,,0,70,0,,
113472,note_on,169,0,1,,,,,,,,0,82,0,,
113508,note_on,48,0,3,,,,,,,,0,49,0,,
113508,note_on,48,0,2,,,,,,,,0,65,0,,
113515,control_change,43,0,1,,,,,,,,0,,,64,0
113520,note_on,48,0,4,,,,,,,,0,54,80,,
113520,note_on,12,0,2,,,,,,,,0,58,68,,
113520,note_on,5,0,1,,,,,,,,0,66,80,,
113536,control_change,16,0,1,,,,,,,,0,,,64,127
113552,note_on,32,0,2,,,,,,,,0,58,0,,
113560,note_on,52,0,3,,,,,,,,0,49,68,,
113560,note_on,8,0,2,,,,,,,,0,61,68,,
113592,note_on,32,0,2,,,,,,,,0,61,0,,
113592,note_on,32,0,3,,,,,,,,0,49,0,,
113600,note_on,8,0,2,,,,,,,,0,58,68,,
113600,note_on,8,0,3,,,,,,,,0,54,68,,
113632,note_on,32,0,2,,,,,,,,0,58,0,,
113632,note_on,32,0,3,,,,,,,,0,54,0,,
113640,note_on,8,0,3,,,,,,,,0,49,68,,
113640,note_on,8,0,2,,,,,,,,0,61,68,,
113672,note_on,32,0,2,,,,,,,,0,61,0,,
113672,note_on,32,0,3,,,,,,,,0,49,0,,
113680,note_on,8,0,3,,,,,,,,0,54,68,,
113680,note_on,8,0,2,,,,,,,,0,58,68,,
113712,note_on,176,0,1,,,,,,,,0,66,0,,
113712,note_on,32,0,2,,,,,,,,0,58,0,,
113712,note_on,32,0,3,,,,,,,,0,54,0,,
113712,note_on,192,0,4,,,,,,,,0,54,0,,
113720,note_on,8,0,3,,,,,,,,0,49,68,,
113720,note_on,8,0,2,,,,,,,,0,61,68,,
113752,note_on,32,0,2,,,,,,,,0,61,0,,
113752,note_on,32,0,3,,,,,,,,0,49,0,,
113760,note_on,48,0,1,,,,,,,,0,65,80,,
113760,note_on,8,0,2,,,,,,,,0,58,68,,
113760,note_on,48,0,4,,,,,,,,0,53,80,,
113764,control_change,4,0,1,,,,,,,,0,,,64,0
113781,control_change,17,0,1,,,,,,,,0,,,64,127
113792,note_on,32,0,2,,,,,,,,0,58,0,,
113800,note_on,48,0,3,,,,,,,,0,49,68,,
113800,note_on,8,0,2,,,,,,,,0,61,68,,
113832,note_on,32,0,2,,,,,,,,0,61,0,,
113832,note_on,32,0,3,,,,,,,,0,49,0,,
113840,note_on,8,0,2,,,,,,,,0,58,68,,
113840,note_on,8,0,3,,,,,,,,0,53,68,,
113872,note_on,32,0,3,,,,,,,,0,53,0,,
113872,note_on,32,0,2,,,,,,,,0,58,0,,
113880,note_on,8,0,2,,,,,,,,0,61,68,,
113880,note_on,8,0,3,,,,,,,,0,49,68,,
113912,note_on,32,0,3,,,,,,,,0,49,0,,
113912,note_on,32,0,2,,,,,,,,0,61,0,,
113920,note_on,8,0,2,,,,,,,,0,58,68,,
113920,note_on,8,0,3,,,,,,,,0,53,68,,
113952,note_on,171,0,1,,,,,,,,0,65,0,,
113952,note_on,192,0,4,,,,,,,,0,53,0,,
113952,note_on,32,0,3,,,,,,,,0,53,0,,
113952,note_on,32,0,2,,,,,,,,0,58,0,,
113960,note_on,8,0,3,,,,,,,,0,49,68,,
113960,note_on,8,0,2,,,,,,,,0,61,68,,
113992,note_on,32,0,2,,,,,,,,0,61,0,,
113992,note_on,32,0,3,,,,,,,,0,49,0,,
113995,control_change,43,0,1,,,,,,,,0,,,64,0
114000,note_on,48,0,4,,,,,,,,0,52,80,,
114000,note_on,8,0,2,,,,,,,,0,58,68,,
114000,note_on,5,0,1,,,,,,,,0,64,80,,
114012,control_change,12,0,1,,,,,,,,0,,,64,127
114032,note_on,32,0,2,,,,,,,,0,58,0,,
114040,note_on,8,0,2,,,,,,,,0,61,68,,
114040,note_on,48,0,3,,,,,,,,0,49,68,,
114072,note_on,32,0,2,,,,,,,,0,61,0,,
114072,note_on,32,0,3,,,,,,,,0,49,0,,
114080,note_on,8,0,2,,,,,,,,0,58,68,,
114080,note_on,8,0,3,,,,,,,,0,52,68,,
114112,note_on,32,0,2,,,,,,,,0,58,0,,
114112,note_on,32,0,3,,,,,,,,0,52,0,,
114120,note_on,8,0,2,,,,,,,,0,61,68,,
114120,note_on,8,0,3,,,,,,,,0,49,68,,
114152,note_on,32,0,2,,,,,,,,0,61,0,,
114152,note_on,32,0,3,,,,,,,,0,49,0,,
114160,note_on,8,0,3,,,,,,,,0,52,68,,
114160,note_on,8,0,2,,,,,,,,0,58,68,,
114192,note_on,192,0,4,,,,,,,,0,52,0,,
114192,note_on,180,0,1,,,,,,,,0,64,0,,
114192,note_on,32,0,2,,,,,,,,0,58,0,,
114192,note_on,32,0,3,,,,,,,,0,52,0,,
114200,note_on,8,0,2,,,,,,,,0,61,68,,
114200,note_on,8,0,3,,,,,,,,0,49,68,,
114232,note_on,32,0,2,,,,,,,,0,61,0,,
114232,note_on,32,0,3,,,,,,,,0,49,0,,
114240,note_on,8,0,2,,,,,,,,0,58,68,,
114240,note_on,48,0,1,,,,,,,,0,65,80,,
114240,note_on,48,0,4,,,,,,,,0,53,80,,
114242,control_change,2,0,1,,,,,,,,0,,,64,0
114261,control_change,19,0,1,,,,,,,,0,,,64,127
114272,note_on,32,0,2,,,,,,,,0,58,0,,
114280,note_on,48,0,3,,,,,,,,0,49,68,,
114280,note_on,8,0,2,,,,,,,,0,61,68,,
114312,note_on,32,0,3,,,,,,,,0,49,0,,
114312,note_on,32,0,2,,,,,,,,0,61,0,,
114320,note_on,8,0,3,,,,,,,,0,53,68,,
114320,note_on,8,0,2,,,,,,,,0,58,68,,
114352,note_on,32,0,2,,,,,,,,0,58,0,,
114352,note_on,32,0,3,,,,,,,,0,53,0,,
114360,note_on,8,0,2,,,,,,,,0,61,68,,
114360,note_on,8,0,3,,,,,,,,0,49,68,,
114392,note_on,32,0,2,,,,,,,,0,61,0,,
114392,note_on,32,0,3,,,,,,,,0,49,0,,
114400,note_on,8,0,2,,,,,,,,0,58,68,,
114400,note_on,8,0,3,,,,,,,,0,53,68,,
114432,note_on,32,0,2,,,,,,,,0,58,0,,
114432,note_on,32,0,3,,,,,,,,0,53,0,,
114432,note_on,192,0,4,,,,,,,,0,53,0,,
114432,note_on,171,0,1,,,,,,,,0,65,0,,
114440,note_on,8,0,3,,,,,,,,0,49,68,,
114440,note_on,8,0,2,,,,,,,,0,61,68,,
114472,note_on,32,0,3,,,,,,,,0,49,0,,
114472,note_on,32,0,2,,,,,,,,0,61,0,,
114478,control_change,46,0,1,,,,,,,,0,,,64,0
114480,note_on,0,0,1,,,,,,,,0,82,80,,
114480,note_on,2,0,1,,,,,,,,0,70,80,,
114480,note_on,48,0,4,,,,,,,,0,46,80,,
114480,note_on,0,0,4,,,,,,,,0,34,80,,
114498,control_change,18,0,1,,,,,,,,0,,,64,127
114540,note_on,0,0,3,,,,,,,,0,53,80,,
114540,note_on,68,0,3,,,,,,,,0,49,80,,
114540,note_on,0,0,2,,,,,,,,0,65,80,,
114540,note_on,68,0,2,,,,,,,,0,70,80,,
114588,note_on,0,0,2,,,,,,,,0,70,0,,
114588,note_on,48,0,3,,,,,,,,0,53,0,,
114588,note_on,0,0,3,,,,,,,,0,49,0,,
114588,note_on,48,0,2,,,,,,,,0,65,0,,
114600,note_on,12,0,2,,,,,,,,0,61,80,,
114600,note_on,12,0,3,,,,,,,,0,58,80,,
114648,note_on,48,0,3,,,,,,,,0,58,0,,
114648,note_on,48,0,2,,,,,,,,0,61,0,,
114660,note_on,0,0,2,,,,,,,,0,65,80,,
114660,note_on,12,0,3,,,,,,,,0,49,80,,
114660,note_on,0,0,3,,,,,,,,0,53,80,,
114660,note_on,12,0,2,,,,,,,,0,70,80,,
114672,note_on,174,0,1,,,,,,,,0,82,0,,
114672,note_on,0,0,4,,,,,,,,0,46,0,,
114672,note_on,192,0,4,,,,,,,,0,34,0,,
114672,note_on,0,0,1,,,,,,,,0,70,0,,
114708,note_on,48,0,2,,,,,,,,0,65,0,,
114708,note_on,0,0,2,,,,,,,,0,70,0,,
114708,note_on,48,0,3,,,,,,,,0,53,0,,
114708,note_on,0,0,3,,,,,,,,0,49,0,,
114720,control_change,48,0,1,,,,,,,,0,,,64,0
114720,note_on,48,0,4,,,,,,,,0,48,80,,
114720,note_on,0,0,1,,,,,,,,0,70,80,,
114720,note_on,0,0,4,,,,,,,,0,36,80,,
114720,note_on,0,0,1,,,,,,,,0,82,80,,
114749,control_change,29,0,1,,,,,,,,0,,,64,127
114780,note_on,72,0,3,,,,,,,,0,54,80,,
114780,note_on,0,0,3,,,,,,,,0,51,80,,
114780,note_on,72,0,2,,,,,,,,0,70,80,,
114780,note_on,0,0,2,,,,,,,,0,66,80,,
114828,note_on,48,0,3,,,,,,,,0,51,0,,
114828,note_on,0,0,3,,,,,,,,0,54,0,,
114828,note_on,48,0,2,,,,,,,,0,66,0,,
114828,note_on,0,0,2,,,,,,,,0,70,0,,
114840,note_on,12,0,2,,,,,,,,0,63,80,,
114840,note_on,12,0,3,,,,,,,,0,58,80,,
114888,note_on,48,0,3,,,,,,,,0,58,0,,
114888,note_on,48,0,2,,,,,,,,0,63,0,,
114900,note_on,0,0,3,,,,,,,,0,54,80,,
114900,note_on,12,0,3,,,,,,,,0,51,80,,
114900,note_on,12,0,2,,,,,,,,0,66,80,,
114900,note_on,0,0,2,,,,,,,,0,70,80,,
114912,note_on,0,0,1,,,,,,,,0,82,0,,
114912,note_on,163,0,1,,,,,,,,0,70,0,,
114912,note_on,0,0,4,,,,,,,,0,48,0,,
114912,note_on,192,0,4,,,,,,,,0,36,0,,
114948,note_on,48,0,3,,,,,,,,0,54,0,,
114948,note_on,0,0,3,,,,,,,,0,51,0,,
114948,note_on,0,0,2,,,,,,,,0,66,0,,
114948,note_on,48,0,2,,,,,,,,0,70,0,,
114956,control_change,44,0,1,,,,,,,,0,,,64,0
114960,note_on,0,0,1,,,,,,,,0,67,80,,
114960,note_on,0,0,4,,,,,,,,0,39,80,,
114960,note_on,48,0,4,,,,,,,,0,51,80,,
114960,note_on,4,0,1,,,,,,,,0,79,80,,
114979,control_change,19,0,1,,,,,,,,0,,,64,127
115020,note_on,0,0,3,,,,,,,,0,51,80,,
115020,note_on,72,0,3,,,,,,,,0,54,80,,
115020,note_on,0,0,2,,,,,,,,0,66,80,,
115020,note_on,72,0,2,,,,,,,,0,67,80,,
115068,note_on,48,0,3,,,,,,,,0,51,0,,
115068,note_on,0,0,2,,,,,,,,0,67,0,,
115068,note_on,0,0,3,,,,,,,,0,54,0,,
115068,note_on,48,0,2,,,,,,,,0,66,0,,
115080,note_on,12,0,2,,,,,,,,0,63,80,,
115080,note_on,12,0,3,,,,,,,,0,55,80,,
